01/11/2024 01:58:38 23.75C, 22.50C, 24.00C, 23.44C, 23.50C, 23.38C
01/11/2024 02:33:44 32.75C, 32.88C, 33.88C, 34.56C, 34.06C, 29.88C
01/11/2024 02:33:47 32.75C, 32.88C, 33.88C, 34.56C, 34.06C, 29.94C
01/11/2024 02:33:49 32.75C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:52 32.75C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:54 32.75C, 32.88C, 33.88C, 34.56C, 34.00C, 29.94C
01/11/2024 02:33:56 32.81C, 32.88C, 33.88C, 34.50C, 34.00C, 29.94C
01/11/2024 02:33:59 32.81C, 32.88C, 33.94C, 34.44C, 34.06C, 29.94C
01/11/2024 02:34:01 32.81C, 32.88C, 33.88C, 34.50C, 34.00C, 29.94C
01/11/2024 02:34:04 32.81C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:06 32.81C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:09 32.81C, 32.94C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:11 32.81C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:13 32.81C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:16 32.81C, 32.81C, 33.88C, 34.50C, 34.00C, 29.94C
01/11/2024 02:34:18 32.81C, 32.88C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:21 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:23 32.81C, 32.88C, 33.88C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:26 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:28 32.81C, 32.88C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:30 32.81C, 32.88C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:33 32.88C, 32.88C, 33.81C, 34.56C, 34.13C, 29.88C
01/11/2024 02:34:35 32.81C, 32.88C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:38 32.81C, 32.81C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:40 32.88C, 32.88C, 33.81C, 34.56C, 34.06C, 29.88C
01/11/2024 02:34:42 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:45 32.88C, 32.94C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:47 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:50 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:52 32.81C, 32.88C, 33.81C, 34.50C, 34.06C, 29.94C
01/11/2024 02:34:55 32.88C, 32.94C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:57 32.88C, 32.94C, 33.81C, 34.50C, 34.06C, 29.88C
01/11/2024 02:34:59 32.81C, 32.88C, 33.81C, 34.44C, 34.06C, 29.88C
01/11/2024 02:35:02 32.81C, 32.94C, 33.81C, 34.44C, 34.06C, 29.94C
01/11/2024 02:35:04 32.88C, 32.94C, 33.81C, 34.44C, 34.06C, 29.94C
01/11/2024 02:35:07 32.88C, 32.88C, 33.81C, 34.44C, 34.06C, 29.88C
01/11/2024 02:35:09 32.88C, 32.94C, 33.81C, 34.44C, 34.06C, 29.88C
01/11/2024 02:35:12 32.88C, 32.94C, 33.75C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:14 32.88C, 32.94C, 33.81C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:16 32.88C, 32.94C, 33.81C, 34.44C, 34.06C, 29.88C
01/11/2024 02:35:19 32.88C, 32.88C, 33.81C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:21 32.81C, 32.94C, 33.81C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:24 32.88C, 32.94C, 33.81C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:26 32.88C, 32.94C, 33.75C, 34.44C, 34.00C, 29.88C
01/11/2024 02:35:28 32.88C, 32.94C, 33.81C, 34.44C, 33.94C, 29.88C
01/11/2024 02:35:31 32.88C, 32.94C, 33.81C, 34.44C, 33.94C, 29.94C
01/11/2024 02:35:33 32.88C, 32.94C, 33.81C, 34.44C, 33.94C, 29.88C
01/11/2024 02:35:36 32.81C, 32.94C, 33.81C, 34.50C, 33.94C, 29.88C
01/11/2024 02:35:38 32.81C, 32.94C, 33.81C, 34.44C, 33.94C, 29.88C
01/11/2024 02:35:41 32.81C, 32.94C, 33.81C, 34.44C, 33.94C, 29.88C
01/11/2024 02:35:43 32.81C, 32.94C, 33.81C, 34.44C, 33.94C, 29.88C
01/11/2024 02:35:45 32.81C, 32.94C, 33.81C, 34.50C, 33.94C, 29.88C
01/11/2024 02:35:48 32.88C, 32.88C, 33.81C, 34.50C, 34.00C, 29.88C
01/11/2024 02:35:50 32.88C, 32.94C, 33.75C, 34.50C, 33.94C, 29.88C
01/11/2024 02:35:53 32.88C, 32.94C, 33.75C, 34.50C, 33.94C, 29.88C
01/11/2024 02:35:55 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.88C
01/11/2024 02:35:58 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.88C
01/11/2024 02:36:00 32.88C, 32.88C, 33.81C, 34.50C, 33.94C, 29.88C
01/11/2024 02:36:02 32.94C, 32.88C, 33.81C, 34.50C, 34.00C, 29.88C
01/11/2024 02:36:05 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.88C
01/11/2024 02:36:07 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:10 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.88C
01/11/2024 02:36:12 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:15 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:17 32.94C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:19 32.94C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:22 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:24 32.88C, 32.88C, 33.75C, 34.50C, 34.00C, 29.94C
01/11/2024 02:36:27 32.94C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:29 32.94C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:31 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:34 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:36 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:39 32.88C, 32.81C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:41 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:44 32.88C, 32.81C, 33.69C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:46 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:48 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:51 32.81C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:53 32.81C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:56 32.81C, 32.88C, 33.69C, 34.50C, 33.94C, 29.94C
01/11/2024 02:36:58 32.81C, 32.88C, 33.75C, 34.56C, 33.88C, 29.94C
01/11/2024 02:37:01 32.88C, 32.88C, 33.75C, 34.50C, 33.94C, 29.94C
01/11/2024 02:37:03 32.88C, 32.88C, 33.69C, 34.56C, 33.88C, 29.94C
01/11/2024 02:37:05 32.88C, 32.88C, 33.69C, 34.56C, 33.88C, 29.94C
01/11/2024 02:37:08 32.88C, 32.88C, 33.69C, 34.50C, 33.94C, 29.94C
01/11/2024 02:37:10 32.88C, 32.94C, 33.75C, 34.56C, 33.88C, 29.94C
01/11/2024 02:37:13 32.81C, 32.88C, 33.75C, 34.56C, 33.94C, 29.94C
01/11/2024 02:37:15 32.81C, 32.88C, 33.75C, 34.56C, 33.94C, 29.94C
01/11/2024 02:37:17 32.81C, 32.94C, 33.75C, 34.56C, 33.94C, 29.88C
01/11/2024 02:37:20 32.81C, 32.88C, 33.75C, 34.56C, 33.88C, 29.88C
01/11/2024 02:37:22 32.81C, 32.94C, 33.75C, 34.56C, 33.94C, 29.88C
01/11/2024 02:37:25 32.81C, 32.94C, 33.81C, 34.56C, 33.88C, 29.88C
01/11/2024 02:37:27 32.75C, 32.94C, 33.75C, 34.56C, 33.94C, 29.88C
01/11/2024 02:37:30 32.81C, 32.94C, 33.75C, 34.56C, 33.94C, 29.88C
01/11/2024 02:37:32 32.75C, 32.94C, 33.81C, 34.56C, 33.94C, 29.94C
01/11/2024 02:37:34 32.81C, 32.94C, 33.75C, 34.56C, 34.06C, 29.94C
01/11/2024 02:37:37 32.81C, 32.94C, 33.81C, 34.56C, 34.19C, 29.94C
01/11/2024 02:37:39 32.75C, 32.94C, 33.81C, 34.56C, 34.31C, 30.00C
01/11/2024 02:37:42 32.75C, 32.94C, 33.81C, 34.56C, 34.44C, 30.00C
01/11/2024 02:37:44 32.75C, 32.94C, 33.81C, 34.56C, 34.56C, 30.00C
01/11/2024 02:37:47 32.81C, 32.94C, 33.88C, 34.56C, 34.69C, 30.06C
01/11/2024 02:37:49 32.75C, 32.94C, 33.88C, 34.56C, 34.75C, 30.00C
01/11/2024 02:37:51 32.75C, 32.94C, 33.88C, 34.56C, 34.88C, 30.06C
01/11/2024 02:37:54 32.75C, 32.94C, 33.88C, 34.63C, 34.94C, 30.06C
01/11/2024 02:37:56 32.75C, 32.94C, 33.88C, 34.63C, 35.00C, 30.06C
01/11/2024 02:37:59 32.75C, 32.94C, 33.94C, 34.63C, 35.13C, 30.06C
01/11/2024 02:38:01 32.94C, 32.88C, 33.88C, 34.56C, 35.13C, 30.13C
01/11/2024 02:38:04 33.13C, 32.94C, 33.88C, 34.63C, 35.13C, 30.13C
01/11/2024 02:38:06 33.38C, 32.88C, 33.88C, 34.63C, 35.13C, 30.19C
01/11/2024 02:38:08 33.63C, 32.88C, 33.94C, 34.63C, 35.13C, 30.19C
01/11/2024 02:38:11 33.81C, 32.88C, 33.94C, 34.63C, 35.06C, 30.25C
01/11/2024 02:38:13 34.00C, 32.88C, 33.88C, 34.63C, 35.06C, 30.25C
01/11/2024 02:38:16 34.13C, 32.88C, 33.94C, 34.63C, 35.00C, 30.31C
01/11/2024 02:38:18 34.13C, 32.81C, 33.94C, 34.63C, 35.00C, 30.31C
01/11/2024 02:38:20 34.13C, 32.81C, 33.94C, 34.63C, 34.94C, 30.38C
01/11/2024 02:38:23 34.13C, 32.81C, 34.00C, 34.63C, 34.94C, 30.44C
01/11/2024 02:38:25 34.19C, 32.81C, 34.00C, 34.63C, 34.94C, 30.44C
01/11/2024 02:38:28 34.25C, 32.75C, 34.00C, 34.63C, 34.88C, 30.50C
01/11/2024 02:38:30 34.31C, 32.75C, 34.00C, 34.63C, 34.88C, 30.50C
01/11/2024 02:38:33 34.44C, 32.75C, 34.00C, 34.63C, 34.88C, 30.50C
01/11/2024 02:38:35 34.44C, 32.75C, 34.00C, 34.63C, 34.88C, 30.50C
01/11/2024 02:38:37 34.56C, 32.69C, 33.94C, 34.63C, 34.88C, 30.56C
01/11/2024 02:38:40 34.69C, 32.75C, 34.00C, 34.63C, 34.81C, 30.56C
01/11/2024 02:38:42 34.81C, 32.69C, 34.00C, 34.69C, 34.81C, 30.63C
01/11/2024 02:38:45 34.94C, 32.69C, 34.00C, 34.69C, 34.81C, 30.63C
01/11/2024 02:38:47 35.06C, 32.69C, 34.00C, 34.69C, 34.81C, 30.63C
01/11/2024 02:38:50 35.13C, 32.63C, 34.00C, 34.69C, 34.81C, 30.69C
01/11/2024 02:38:52 35.19C, 32.69C, 34.00C, 34.69C, 34.81C, 30.69C
01/11/2024 02:38:54 35.25C, 32.69C, 34.00C, 34.69C, 34.81C, 30.75C
01/11/2024 02:38:57 35.19C, 32.63C, 34.00C, 34.69C, 34.81C, 30.75C
01/11/2024 02:38:59 35.13C, 32.63C, 34.00C, 34.69C, 34.75C, 30.75C
01/11/2024 02:39:02 35.06C, 32.63C, 34.00C, 34.69C, 34.81C, 30.81C
01/11/2024 02:39:04 35.00C, 32.63C, 34.00C, 34.69C, 34.81C, 30.81C
01/11/2024 02:39:06 34.94C, 32.63C, 34.00C, 34.69C, 34.81C, 30.81C
01/11/2024 02:39:09 35.00C, 32.56C, 34.00C, 34.69C, 34.81C, 30.81C
01/11/2024 02:39:11 35.00C, 32.63C, 34.00C, 34.69C, 34.81C, 30.88C
01/11/2024 02:39:14 35.00C, 32.56C, 33.94C, 34.69C, 34.81C, 30.81C
01/11/2024 02:39:16 34.94C, 32.63C, 34.00C, 34.69C, 34.81C, 30.88C
01/11/2024 02:39:19 34.88C, 32.56C, 34.00C, 34.75C, 34.81C, 30.88C
01/11/2024 02:39:21 34.88C, 32.56C, 33.94C, 34.75C, 34.81C, 30.88C
01/11/2024 02:39:23 34.81C, 32.56C, 33.94C, 34.75C, 34.81C, 30.88C
01/11/2024 02:39:26 34.81C, 32.56C, 33.94C, 34.75C, 34.81C, 30.88C
01/11/2024 02:39:28 34.81C, 32.56C, 33.94C, 34.75C, 34.88C, 30.94C
01/11/2024 02:39:31 34.75C, 32.50C, 33.94C, 34.75C, 34.81C, 30.94C
