01/11/2024 19:19:54 25.75C, 26.06C, 25.19C, 26.94C, 25.94C, 26.13C
01/11/2024 19:55:01 35.38C, 33.81C, 33.88C, 34.13C, 37.38C, 34.56C
01/11/2024 19:55:03 35.38C, 33.81C, 33.88C, 34.13C, 37.31C, 34.56C
01/11/2024 19:55:06 35.31C, 33.88C, 33.88C, 34.19C, 37.31C, 34.56C
01/11/2024 19:55:08 35.38C, 33.81C, 33.88C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:10 35.38C, 33.88C, 33.88C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:13 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:15 35.38C, 33.88C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:55:18 35.38C, 33.88C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:20 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:23 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:25 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:55:27 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:55:30 35.38C, 33.81C, 33.81C, 34.25C, 37.38C, 34.56C
01/11/2024 19:55:32 35.38C, 33.81C, 33.75C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:35 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:37 35.38C, 33.81C, 33.81C, 34.25C, 37.38C, 34.63C
01/11/2024 19:55:39 35.38C, 33.81C, 33.81C, 34.25C, 37.38C, 34.63C
01/11/2024 19:55:42 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.63C
01/11/2024 19:55:44 35.38C, 33.81C, 33.81C, 34.25C, 37.38C, 34.63C
01/11/2024 19:55:47 35.38C, 33.75C, 33.81C, 34.25C, 37.38C, 34.63C
01/11/2024 19:55:49 35.38C, 33.81C, 33.81C, 34.25C, 37.38C, 34.56C
01/11/2024 19:55:52 35.38C, 33.81C, 33.81C, 34.25C, 37.44C, 34.56C
01/11/2024 19:55:54 35.38C, 33.81C, 33.81C, 34.19C, 37.38C, 34.56C
01/11/2024 19:55:56 35.38C, 33.81C, 33.81C, 34.25C, 37.44C, 34.56C
01/11/2024 19:55:59 35.38C, 33.88C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:56:01 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.63C
01/11/2024 19:56:04 35.38C, 33.81C, 33.88C, 34.19C, 37.44C, 34.56C
01/11/2024 19:56:06 35.38C, 33.81C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:56:09 35.38C, 33.81C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:56:11 35.38C, 33.81C, 33.81C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:13 35.38C, 33.81C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:56:16 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:18 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:21 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:23 35.38C, 33.75C, 33.81C, 34.25C, 37.44C, 34.63C
01/11/2024 19:56:25 35.38C, 33.81C, 33.81C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:28 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.63C
01/11/2024 19:56:30 35.38C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:56:33 35.38C, 33.81C, 33.81C, 34.25C, 37.44C, 34.63C
01/11/2024 19:56:35 35.38C, 33.75C, 33.88C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:38 35.38C, 33.81C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:40 35.38C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:42 35.38C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:45 35.38C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:47 35.38C, 33.81C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:50 35.38C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:52 35.38C, 33.75C, 33.88C, 34.25C, 37.56C, 34.63C
01/11/2024 19:56:55 35.44C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:57 35.44C, 33.75C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:56:59 35.38C, 33.81C, 33.88C, 34.25C, 37.50C, 34.63C
01/11/2024 19:57:02 35.44C, 33.81C, 33.81C, 34.25C, 37.50C, 34.63C
01/11/2024 19:57:04 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.63C
01/11/2024 19:57:07 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.63C
01/11/2024 19:57:09 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.63C
01/11/2024 19:57:11 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:14 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:16 35.44C, 33.75C, 33.81C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:19 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:21 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:24 35.44C, 33.75C, 33.88C, 34.25C, 37.50C, 34.56C
01/11/2024 19:57:26 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:28 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:31 35.38C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:33 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:36 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:38 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:41 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:43 35.44C, 33.75C, 33.94C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:45 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:48 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:50 35.38C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:53 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:55 35.44C, 33.75C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:57:58 35.44C, 33.81C, 33.94C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:00 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:02 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:05 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:07 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:10 35.44C, 33.81C, 33.94C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:12 35.44C, 33.81C, 33.94C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:14 35.44C, 33.81C, 33.94C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:17 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:19 35.44C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:22 35.38C, 33.81C, 33.94C, 34.25C, 37.38C, 34.56C
01/11/2024 19:58:24 35.44C, 33.88C, 33.88C, 34.31C, 37.44C, 34.56C
01/11/2024 19:58:27 35.44C, 33.88C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:29 35.44C, 33.81C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:58:31 35.38C, 33.88C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:34 35.38C, 33.81C, 33.88C, 34.25C, 37.38C, 34.56C
01/11/2024 19:58:36 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:39 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:41 35.38C, 33.88C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:44 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
01/11/2024 19:58:46 35.38C, 33.81C, 33.88C, 34.25C, 37.44C, 34.56C
