01/11/2024 17:48:44 26.31C, 26.00C, 25.81C, 26.00C, 26.00C, 25.81C
01/11/2024 18:23:50 35.63C, 33.81C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:23:53 35.56C, 33.81C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:23:55 35.63C, 33.81C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:23:57 35.56C, 33.81C, 33.13C, 34.38C, 37.00C, 34.38C
01/11/2024 18:24:00 35.63C, 33.81C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:02 35.63C, 33.75C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:05 35.63C, 33.81C, 33.13C, 34.31C, 37.06C, 34.38C
01/11/2024 18:24:07 35.63C, 33.75C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:09 35.63C, 33.81C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:12 35.63C, 33.81C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:14 35.63C, 33.75C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:17 35.63C, 33.81C, 33.13C, 34.38C, 37.00C, 34.38C
01/11/2024 18:24:19 35.63C, 33.75C, 33.06C, 34.38C, 37.00C, 34.38C
01/11/2024 18:24:22 35.63C, 33.75C, 33.13C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:24 35.63C, 33.75C, 33.06C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:26 35.63C, 33.75C, 33.06C, 34.38C, 37.06C, 34.38C
01/11/2024 18:24:29 35.63C, 33.75C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:31 35.63C, 33.75C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:34 35.63C, 33.75C, 33.06C, 34.38C, 37.00C, 34.38C
01/11/2024 18:24:36 35.63C, 33.81C, 33.06C, 34.38C, 37.00C, 34.38C
01/11/2024 18:24:39 35.63C, 33.81C, 33.06C, 34.31C, 37.00C, 34.44C
01/11/2024 18:24:41 35.63C, 33.81C, 33.00C, 34.38C, 37.00C, 34.44C
01/11/2024 18:24:43 35.69C, 33.81C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:46 35.69C, 33.81C, 33.00C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:48 35.69C, 33.81C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:51 35.69C, 33.81C, 33.00C, 34.31C, 37.06C, 34.44C
01/11/2024 18:24:53 35.69C, 33.81C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:55 35.69C, 33.81C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:24:58 35.69C, 33.81C, 33.00C, 34.38C, 37.00C, 34.44C
01/11/2024 18:25:00 35.69C, 33.81C, 33.06C, 34.38C, 37.00C, 34.38C
01/11/2024 18:25:03 35.69C, 33.88C, 33.00C, 34.38C, 37.00C, 34.38C
01/11/2024 18:25:05 35.69C, 33.81C, 33.00C, 34.31C, 37.00C, 34.44C
01/11/2024 18:25:08 35.69C, 33.88C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:10 35.69C, 33.88C, 33.00C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:12 35.69C, 33.81C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:15 35.69C, 33.88C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:17 35.69C, 33.88C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:20 35.69C, 33.88C, 33.06C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:22 35.69C, 33.94C, 33.06C, 34.38C, 37.00C, 34.44C
01/11/2024 18:25:25 35.69C, 33.88C, 33.13C, 34.44C, 37.00C, 34.44C
01/11/2024 18:25:27 35.69C, 33.88C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:29 35.69C, 33.88C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:32 35.69C, 33.88C, 33.13C, 34.44C, 37.06C, 34.44C
01/11/2024 18:25:34 35.69C, 33.88C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:37 35.63C, 33.88C, 33.13C, 34.44C, 37.06C, 34.44C
01/11/2024 18:25:39 35.69C, 33.88C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:41 35.69C, 33.88C, 33.19C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:44 35.69C, 33.88C, 33.13C, 34.38C, 37.06C, 34.44C
01/11/2024 18:25:46 35.69C, 33.88C, 33.19C, 34.44C, 37.13C, 34.44C
01/11/2024 18:25:49 35.69C, 33.94C, 33.19C, 34.44C, 37.13C, 34.44C
01/11/2024 18:25:51 35.69C, 33.88C, 33.19C, 34.44C, 37.13C, 34.44C
01/11/2024 18:25:54 35.69C, 33.88C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:25:56 35.69C, 33.88C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:25:58 35.69C, 33.88C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:26:01 35.69C, 33.88C, 33.19C, 34.38C, 37.13C, 34.38C
01/11/2024 18:26:03 35.69C, 33.88C, 33.19C, 34.38C, 37.13C, 34.44C
01/11/2024 18:26:06 35.69C, 33.88C, 33.19C, 34.44C, 37.13C, 34.44C
01/11/2024 18:26:08 35.69C, 33.88C, 33.13C, 34.38C, 37.13C, 34.44C
01/11/2024 18:26:11 35.69C, 33.88C, 33.13C, 34.44C, 37.13C, 34.44C
01/11/2024 18:26:13 35.69C, 33.88C, 33.19C, 34.44C, 37.13C, 34.44C
01/11/2024 18:26:15 35.69C, 33.88C, 33.13C, 34.38C, 37.19C, 34.44C
01/11/2024 18:26:18 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.44C
01/11/2024 18:26:20 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.44C
01/11/2024 18:26:23 35.75C, 33.88C, 33.13C, 34.44C, 37.19C, 34.44C
01/11/2024 18:26:25 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.44C
01/11/2024 18:26:28 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.50C
01/11/2024 18:26:30 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.50C
01/11/2024 18:26:32 35.75C, 33.88C, 33.13C, 34.44C, 37.19C, 34.50C
01/11/2024 18:26:35 35.69C, 33.81C, 33.13C, 34.44C, 37.25C, 34.50C
01/11/2024 18:26:37 35.75C, 33.88C, 33.13C, 34.44C, 37.19C, 34.50C
01/11/2024 18:26:40 35.75C, 33.88C, 33.13C, 34.44C, 37.25C, 34.50C
01/11/2024 18:26:42 35.69C, 33.88C, 33.13C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:44 35.69C, 33.88C, 33.06C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:47 35.75C, 33.88C, 33.06C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:49 35.69C, 33.88C, 33.06C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:52 35.69C, 33.88C, 33.06C, 34.44C, 37.19C, 34.56C
01/11/2024 18:26:54 35.69C, 33.88C, 33.06C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:57 35.69C, 33.94C, 33.06C, 34.44C, 37.25C, 34.56C
01/11/2024 18:26:59 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:01 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:04 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:06 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:09 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:11 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:14 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:16 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:18 35.69C, 33.88C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:21 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:23 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:26 35.69C, 33.94C, 33.13C, 34.38C, 37.19C, 34.56C
01/11/2024 18:27:28 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:31 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:33 35.69C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:35 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:38 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:40 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:43 35.75C, 33.94C, 33.19C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:45 35.75C, 34.00C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:47 35.75C, 33.94C, 33.13C, 34.38C, 37.19C, 34.56C
01/11/2024 18:27:50 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:52 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:55 35.75C, 33.94C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:27:57 35.75C, 34.00C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:00 35.75C, 33.94C, 33.19C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:02 35.75C, 34.00C, 33.19C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:04 35.69C, 34.00C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:07 35.75C, 34.00C, 33.19C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:09 35.75C, 34.00C, 33.19C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:12 35.75C, 34.00C, 33.13C, 34.44C, 37.19C, 34.56C
01/11/2024 18:28:14 35.75C, 34.00C, 33.19C, 34.44C, 37.13C, 34.56C
01/11/2024 18:28:17 35.75C, 33.94C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:28:19 35.75C, 34.00C, 33.19C, 34.44C, 37.13C, 34.56C
01/11/2024 18:28:21 35.75C, 34.00C, 33.19C, 34.44C, 37.13C, 34.56C
01/11/2024 18:28:24 35.69C, 34.00C, 33.19C, 34.44C, 37.13C, 34.56C
01/11/2024 18:28:26 35.75C, 34.00C, 33.19C, 34.44C, 37.13C, 34.56C
01/11/2024 18:28:29 35.75C, 34.00C, 33.25C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:31 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:33 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:36 35.69C, 34.00C, 33.19C, 34.50C, 37.13C, 34.50C
01/11/2024 18:28:38 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:41 35.75C, 34.06C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:43 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.50C
01/11/2024 18:28:46 35.75C, 34.00C, 33.25C, 34.50C, 37.13C, 34.50C
01/11/2024 18:28:48 35.75C, 34.00C, 33.25C, 34.50C, 37.13C, 34.50C
01/11/2024 18:28:50 35.75C, 34.06C, 33.25C, 34.50C, 37.13C, 34.56C
01/11/2024 18:28:53 35.69C, 34.00C, 33.25C, 34.50C, 37.06C, 34.50C
01/11/2024 18:28:55 35.75C, 34.06C, 33.19C, 34.50C, 37.06C, 34.50C
01/11/2024 18:28:58 35.69C, 34.06C, 33.25C, 34.50C, 37.13C, 34.50C
01/11/2024 18:29:00 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:03 35.75C, 34.06C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:05 35.75C, 34.06C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:07 35.75C, 34.06C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:10 35.75C, 34.06C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:12 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:15 35.75C, 34.00C, 33.19C, 34.50C, 37.13C, 34.56C
01/11/2024 18:29:17 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:20 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:22 35.75C, 34.06C, 33.13C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:24 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:27 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:29 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:32 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:34 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:36 35.75C, 34.06C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:39 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:41 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.50C
01/11/2024 18:29:44 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.50C
01/11/2024 18:29:46 35.69C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:49 35.75C, 34.00C, 33.19C, 34.50C, 37.19C, 34.56C
01/11/2024 18:29:51 35.75C, 34.00C, 33.19C, 34.50C, 37.25C, 34.50C
01/11/2024 18:29:53 35.75C, 34.00C, 33.19C, 34.50C, 37.25C, 34.50C
01/11/2024 18:29:56 35.75C, 34.00C, 33.19C, 34.50C, 37.25C, 34.50C
01/11/2024 18:29:58 35.75C, 34.00C, 33.19C, 34.50C, 37.25C, 34.56C
01/11/2024 18:30:01 35.69C, 34.00C, 33.13C, 34.50C, 37.25C, 34.56C
01/11/2024 18:30:03 35.75C, 34.00C, 33.13C, 34.50C, 37.25C, 34.56C
01/11/2024 18:30:06 35.75C, 34.00C, 33.19C, 34.50C, 37.25C, 34.56C
01/11/2024 18:30:08 35.75C, 33.94C, 33.13C, 34.50C, 37.31C, 34.56C
01/11/2024 18:30:10 35.75C, 33.94C, 33.13C, 34.50C, 37.25C, 34.56C
01/11/2024 18:30:13 35.75C, 33.94C, 33.13C, 34.50C, 37.31C, 34.56C
01/11/2024 18:30:15 35.69C, 33.94C, 33.13C, 34.50C, 37.31C, 34.56C
01/11/2024 18:30:18 35.75C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:20 35.75C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:22 35.69C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:30:25 35.69C, 33.94C, 33.13C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:27 35.69C, 33.94C, 33.06C, 34.56C, 37.31C, 34.69C
01/11/2024 18:30:30 35.75C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:30:32 35.75C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:35 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:37 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:39 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:42 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:44 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:47 35.69C, 33.94C, 33.00C, 34.50C, 37.25C, 34.63C
01/11/2024 18:30:49 35.69C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:52 35.75C, 33.94C, 33.06C, 34.50C, 37.25C, 34.63C
01/11/2024 18:30:54 35.75C, 33.94C, 33.06C, 34.50C, 37.31C, 34.63C
01/11/2024 18:30:56 35.69C, 33.88C, 33.00C, 34.50C, 37.31C, 34.56C
01/11/2024 18:30:59 35.75C, 33.94C, 33.00C, 34.50C, 37.31C, 34.56C
01/11/2024 18:31:01 35.75C, 33.94C, 33.00C, 34.56C, 37.25C, 34.56C
01/11/2024 18:31:04 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:06 35.75C, 33.94C, 33.00C, 34.56C, 37.25C, 34.56C
01/11/2024 18:31:08 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:11 35.75C, 33.94C, 33.00C, 34.56C, 37.25C, 34.56C
01/11/2024 18:31:13 35.75C, 33.94C, 33.00C, 34.56C, 37.25C, 34.56C
01/11/2024 18:31:16 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:18 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:21 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:23 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:25 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:28 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:30 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.56C
01/11/2024 18:31:33 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:35 35.81C, 34.00C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:38 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:40 35.81C, 34.00C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:42 35.81C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:45 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:47 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:50 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:52 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:55 35.75C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:57 35.81C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:31:59 35.81C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:02 35.75C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:04 35.81C, 34.00C, 33.13C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:07 35.81C, 34.00C, 33.13C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:09 35.81C, 33.94C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:11 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:14 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:16 35.75C, 34.00C, 33.13C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:19 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:21 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:24 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:26 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:28 35.75C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:31 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:33 35.75C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:36 35.81C, 34.00C, 33.06C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:38 35.81C, 34.00C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:41 35.75C, 33.94C, 33.00C, 34.63C, 37.31C, 34.63C
01/11/2024 18:32:43 35.75C, 34.00C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:45 35.81C, 34.00C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:48 35.75C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:50 35.81C, 33.94C, 33.00C, 34.56C, 37.31C, 34.63C
01/11/2024 18:32:53 35.81C, 34.00C, 33.00C, 34.56C, 37.38C, 34.63C
01/11/2024 18:32:55 35.75C, 34.00C, 32.94C, 34.56C, 37.38C, 34.63C
01/11/2024 18:32:58 35.81C, 34.00C, 33.00C, 34.56C, 37.38C, 34.63C
01/11/2024 18:33:00 35.81C, 33.94C, 32.94C, 34.56C, 37.38C, 34.63C
01/11/2024 18:33:02 35.75C, 34.00C, 33.00C, 34.63C, 37.38C, 34.63C
01/11/2024 18:33:05 35.75C, 34.00C, 32.94C, 34.56C, 37.38C, 34.63C
01/11/2024 18:33:07 35.75C, 34.00C, 33.00C, 34.56C, 37.38C, 34.63C
01/11/2024 18:33:10 35.75C, 34.00C, 32.94C, 34.56C, 37.38C, 34.69C
01/11/2024 18:33:12 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.69C
01/11/2024 18:33:14 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.69C
01/11/2024 18:33:17 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.69C
01/11/2024 18:33:19 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:22 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.69C
01/11/2024 18:33:24 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:27 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:29 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:31 35.75C, 34.00C, 33.00C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:34 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:36 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:39 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:41 35.75C, 34.00C, 33.00C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:44 35.75C, 34.00C, 32.94C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:46 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:48 35.81C, 34.00C, 33.00C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:51 35.75C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:53 35.81C, 34.00C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:33:56 35.81C, 34.00C, 33.00C, 34.63C, 37.44C, 34.75C
01/11/2024 18:33:58 35.81C, 34.00C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:00 35.81C, 34.06C, 32.94C, 34.56C, 37.44C, 34.75C
01/11/2024 18:34:03 35.81C, 34.00C, 32.94C, 34.63C, 37.50C, 34.75C
01/11/2024 18:34:05 35.81C, 34.06C, 32.94C, 34.63C, 37.50C, 34.81C
01/11/2024 18:34:08 35.81C, 34.06C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:10 35.81C, 34.06C, 32.94C, 34.63C, 37.50C, 34.75C
01/11/2024 18:34:13 35.81C, 34.06C, 32.94C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:15 35.81C, 34.06C, 32.94C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:17 35.75C, 34.00C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:20 35.75C, 34.00C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:22 35.75C, 34.06C, 32.94C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:25 35.75C, 34.00C, 32.94C, 34.63C, 37.50C, 34.81C
01/11/2024 18:34:27 35.75C, 34.00C, 32.94C, 34.63C, 37.50C, 34.81C
01/11/2024 18:34:30 35.75C, 34.06C, 32.88C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:32 35.81C, 34.00C, 32.94C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:34 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:37 35.81C, 34.00C, 32.94C, 34.56C, 37.50C, 34.81C
01/11/2024 18:34:39 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:42 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:44 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:46 35.75C, 34.00C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:49 35.81C, 34.00C, 32.94C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:51 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:54 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:56 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:34:59 35.75C, 34.00C, 32.88C, 34.56C, 37.50C, 34.75C
01/11/2024 18:35:01 35.75C, 34.00C, 32.88C, 34.63C, 37.50C, 34.75C
01/11/2024 18:35:03 35.75C, 34.00C, 32.88C, 34.56C, 37.44C, 34.75C
01/11/2024 18:35:06 35.75C, 34.06C, 32.88C, 34.63C, 37.44C, 34.75C
01/11/2024 18:35:08 35.75C, 34.06C, 32.88C, 34.56C, 37.44C, 34.75C
01/11/2024 18:35:11 35.81C, 34.00C, 32.88C, 34.63C, 37.44C, 34.75C
01/11/2024 18:35:13 35.81C, 34.06C, 32.88C, 34.63C, 37.44C, 34.69C
01/11/2024 18:35:16 35.75C, 34.06C, 32.88C, 34.63C, 37.38C, 34.69C
01/11/2024 18:35:18 35.81C, 34.06C, 32.88C, 34.63C, 37.44C, 34.69C
01/11/2024 18:35:20 35.75C, 34.00C, 32.81C, 34.63C, 37.38C, 34.69C
01/11/2024 18:35:23 35.81C, 34.06C, 32.88C, 34.63C, 37.44C, 34.75C
01/11/2024 18:35:25 35.81C, 34.06C, 32.88C, 34.63C, 37.44C, 34.69C
01/11/2024 18:35:28 35.75C, 34.06C, 32.81C, 34.63C, 37.38C, 34.75C
01/11/2024 18:35:30 35.81C, 34.06C, 32.81C, 34.63C, 37.38C, 34.75C
